pack,path,w,h
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_319.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_320.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_321.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_322.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_323.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_324.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_325.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_326.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_327.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_328.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_329.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_330.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_331.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_332.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_333.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_334.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_335.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_336.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_337.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_338.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_339.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_340.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_341.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_342.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_343.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_344.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_345.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_346.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_347.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_348.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_349.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_350.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_351.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_352.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_353.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_354.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_355.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_356.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_357.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_358.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_359.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_360.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_361.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_362.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_363.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_364.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_365.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_366.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_367.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_368.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_369.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_370.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_371.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_372.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_373.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_374.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_375.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_376.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_377.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_378.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_379.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_380.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_381.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_382.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_383.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_384.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_385.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_386.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_387.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_388.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_389.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_390.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_391.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_392.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_393.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_394.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_395.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_396.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_397.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_398.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_399.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_400.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_401.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_402.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_403.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_404.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_405.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_406.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_407.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_408.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_409.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_410.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_411.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_412.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_413.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_414.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_415.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_416.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_417.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_418.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_419.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_420.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_421.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_422.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_423.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_424.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_425.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_426.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_427.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_428.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_429.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_430.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_431.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_432.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_433.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_434.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_435.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_436.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_437.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_438.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_439.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_440.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_441.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_442.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_443.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_444.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_445.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_446.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_447.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_448.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_449.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_450.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_451.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_452.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_453.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_454.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_455.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_456.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_457.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_458.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_459.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_460.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_461.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_462.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_463.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_464.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_465.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_466.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_467.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_468.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_469.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_470.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_471.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_472.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_473.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_474.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_475.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_476.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_477.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_478.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_479.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_480.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_481.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_482.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_483.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_484.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_S_485.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_001.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_002.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_003.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_004.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_005.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_006.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_007.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_008.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_009.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_010.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_011.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_012.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_013.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_014.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_015.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_016.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_017.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_018.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_019.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_020.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_021.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_022.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_023.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_024.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_025.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_026.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_027.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_028.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_029.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_030.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_031.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_032.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_033.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_034.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_035.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_036.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_037.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_038.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_039.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_040.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_041.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_042.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_043.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_044.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_045.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_046.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_047.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_048.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_049.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_050.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_051.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_052.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_053.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_054.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_055.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_056.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_057.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_058.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_059.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_060.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_061.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_062.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_063.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_064.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_065.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_066.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_067.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_068.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_069.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_070.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_071.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_072.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_073.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_074.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_075.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_076.png,32,32
guttykreum/templesand_shrines,packs/guttykreum/templesand_shrines/Tiles_Shadows/GK_TS_SB_077.png,32,32
